,cid,pid,activity,cid_binary_weights,pid_binary_weights
137,44564999,P25025,0,0.9749501998951584,0.9646190244459381
138,9879541,P25025,0,0.9870070603537427,0.9646190244459381
139,127049427,P25025,0,0.965581765538232,0.9646190244459381
140,44440866,P25025,0,0.9339353167980275,0.9646190244459381
141,9838712,P25025,0,0.9449525987113506,0.9646190244459381
142,44447959,P25025,0,0.9728807057607918,0.9646190244459381
143,44447966,P25025,0,0.9703246890298494,0.9646190244459381
144,127051854,P25025,0,0.9862036046539889,0.9646190244459381
145,127049047,P25025,0,0.9887097131149503,0.9646190244459381
146,10252538,P25025,0,0.9753615876914361,0.9646190244459381
147,127049048,P25025,0,0.9925022506814996,0.9646190244459381
148,44440873,P25025,0,0.9740266452400371,0.9646190244459381
149,58180199,P25025,0,0.9648839813328235,0.9646190244459381
150,44564942,P25025,0,0.9719630348223753,0.9646190244459381
151,25022517,P25025,0,0.9727841457692158,0.9646190244459381
152,42642630,P25025,0,0.9816177429609364,0.9646190244459381
153,127049108,P25025,0,0.9813121449963966,0.9646190244459381
154,127049430,P25025,0,0.9864212366522964,0.9646190244459381
155,10027494,P25025,0,0.9974699521815584,0.9646190244459381
156,9956678,P25025,0,0.9829361111976304,0.9646190244459381
157,136036530,P25025,0,0.9793889432211091,0.9646190244459381
158,44431209,P25025,0,0.9791296933555712,0.9646190244459381
159,58180198,P25025,0,0.9833788731924137,0.9646190244459381
160,44446570,P25025,0,0.9769969227808892,0.9646190244459381
161,16098487,P25025,0,0.9629864278837692,0.9646190244459381
162,11440492,P25025,0,0.9885495209189153,0.9646190244459381
163,16098481,P25025,0,0.9713419046191005,0.9646190244459381
164,127020968,P25025,0,0.9896487282475064,0.9646190244459381
165,16098488,P25025,0,0.9726579760936188,0.9646190244459381
166,10343142,P25025,0,0.9466884557532536,0.9646190244459381
167,5994,2VM6_A,0,0.9826025674572008,0.9297402765992988
168,5311309,2VM6_A,0,0.9693455428880222,0.9297402765992988
169,4474,2VM6_A,0,0.9857345795870173,0.9297402765992988
170,1983,2VM6_A,0,0.9357801667503928,0.9297402765992988
171,54676038,2VM6_A,0,0.9903726634824427,0.9297402765992988
172,9429,2VM6_A,0,0.9648728044093161,0.9297402765992988
173,60490,2VM6_A,0,0.9649496874561808,0.9297402765992988
174,1548942,2VM6_A,0,0.9748545905791429,0.9297402765992988
175,1548942,2VM6_A,0,0.9748545905791429,0.9297402765992988
176,5215,2VM6_A,0,0.982711064763526,0.9297402765992988
177,499,2VM6_A,0,0.9708703380908167,0.9297402765992988
178,3735,2VM6_A,0,0.7686789548402575,0.9297402765992988
179,5734,2VM6_A,0,0.973589239286835,0.9297402765992988
180,53025,2VM6_A,0,0.9868228560460636,0.9297402765992988
181,5355,2VM6_A,0,0.9525247705168218,0.9297402765992988
182,5732,2VM6_A,0,0.9582529933421943,0.9297402765992988
183,3784,2VM6_A,0,0.9661846376727629,0.9297402765992988
184,60835,2VM6_A,0,0.9612608701648446,0.9297402765992988
185,4542,2VM6_A,0,0.978171742007869,0.9297402765992988
186,2519,2VM6_A,0,0.9592871758700486,0.9297402765992988
187,5426,2VM6_A,0,0.9674881252621148,0.9297402765992988
188,60846,2VM6_A,0,0.9769297162885151,0.9297402765992988
189,4507,2VM6_A,0,0.9968633821528187,0.9297402765992988
190,5576,2VM6_A,0,0.9127236696332234,0.9297402765992988
191,698,2VM6_A,0,0.9993127747279944,0.9297402765992988
192,4826,2VM6_A,0,0.9622861801110781,0.9297402765992988
193,15209,2VM6_A,0,0.9726647998906681,0.9297402765992988
194,60857,2VM6_A,0,0.9724346770222362,0.9297402765992988
195,54677470,2VM6_A,0,0.9771036561147087,0.9297402765992988
196,5280805,2VM6_A,0,0.9898034271567697,0.9297402765992988
197,4747,2VM6_A,0,0.9802773900114256,0.9297402765992988
198,2972,2VM6_A,0,0.9461953659066964,0.9297402765992988
199,33613,2VM6_A,0,0.9861764860374135,0.9297402765992988
200,12560,2VM6_A,0,0.998981724772965,0.9297402765992988
201,5538,2VM6_A,0,0.9730217732193006,0.9297402765992988
202,204,2VM6_A,0,0.9035270095014472,0.9297402765992988
203,3019,2VM6_A,0,0.9336244394272241,0.9297402765992988
204,3476,2VM6_A,0,0.9819746774185265,0.9297402765992988
205,2083,2VM6_A,0,0.9623717510802356,0.9297402765992988
206,4993,2VM6_A,0,0.9847053912049778,0.9297402765992988
207,3825,2VM6_A,0,0.9836450910031763,0.9297402765992988
208,3825,2VM6_A,0,0.9836450910031763,0.9297402765992988
209,5311217,2VM6_A,0,0.9559024541642549,0.9297402765992988
210,4891,2VM6_A,0,0.9832664689140842,0.9297402765992988
211,5865,2VM6_A,0,0.9701437194610913,0.9297402765992988
212,4485,2VM6_A,0,0.9935073505329365,0.9297402765992988
213,60606,2VM6_A,0,0.9664299385668693,0.9297402765992988
214,4583,2VM6_A,0,0.9777459679699394,0.9297402765992988
215,4583,2VM6_A,0,0.9777459679699394,0.9297402765992988
216,5323,2VM6_A,0,0.9764712838795705,0.9297402765992988
217,3363,2VM6_A,0,0.9548693701356132,0.9297402765992988
218,82153,2VM6_A,0,0.9789798607907744,0.9297402765992988
219,16490,2VM6_A,0,0.9828516010028547,0.9297402765992988
220,445354,2VM6_A,0,0.9740740038285387,0.9297402765992988
221,36462,2VM6_A,0,0.9823372687091734,0.9297402765992988
222,38258,2VM6_A,0,0.9408161107100813,0.9297402765992988
223,54678486,2VM6_A,0,0.998206110033818,0.9297402765992988
224,4810,2VM6_A,0,0.9637282010987569,0.9297402765992988
225,9444,2VM6_A,0,0.8868625473444208,0.9297402765992988
226,5831,2VM6_A,0,0.9297942804017526,0.9297402765992988
227,35370,2VM6_A,0,0.974163017761492,0.9297402765992988
228,657298,2VM6_A,0,0.7771583106982831,0.9297402765992988
229,3676,2VM6_A,0,0.9553669922830845,0.9297402765992988
230,2754,2VM6_A,0,0.9790487168086981,0.9297402765992988
231,191,2VM6_A,0,0.9890202214961478,0.9297402765992988
232,191,2VM6_A,0,0.9890202214961478,0.9297402765992988
233,20279,2VM6_A,0,0.9924435231584458,0.9297402765992988
234,2761171,2VM6_A,0,0.990470558685686,0.9297402765992988
235,1775,2VM6_A,0,0.9111646567210421,0.9297402765992988
236,667476,2VM6_A,0,0.8873235483848624,0.9297402765992988
237,5430,2VM6_A,0,0.9440756300219021,0.9297402765992988
238,969516,2VM6_A,0,0.9805865738185271,0.9297402765992988
239,2771,2VM6_A,0,0.9821004852012017,0.9297402765992988
240,2771,2VM6_A,0,0.9821004852012017,0.9297402765992988
241,6249,2VM6_A,0,0.984855932488185,0.9297402765992988
242,2466,2VM6_A,0,0.9594778727112013,0.9297402765992988
243,6291,2VM6_A,0,0.9984293657214892,0.9297402765992988
244,5152,2VM6_A,0,0.9907375568628655,0.9297402765992988
245,7619,2VM6_A,0,0.9957043300461134,0.9297402765992988
246,2554,2VM6_A,0,0.9581862411954161,0.9297402765992988
247,3478,2VM6_A,0,0.9757275063712942,0.9297402765992988
248,2162,2VM6_A,0,0.9706347122591968,0.9297402765992988
249,5280793,2VM6_A,0,0.9857636233400374,0.9297402765992988
250,54675776,2VM6_A,0,0.9906871870747268,0.9297402765992988
251,5280450,2VM6_A,0,0.980769308446554,0.9297402765992988
252,10133,2VM6_A,0,0.9864384427412047,0.9297402765992988
253,10133,2VM6_A,0,0.9864384427412047,0.9297402765992988
254,1176,2VM6_A,0,0.685104176830178,0.9297402765992988
255,892,2VM6_A,0,0.9415581807420086,0.9297402765992988
256,3121,2VM6_A,0,0.9619250628249051,0.9297402765992988
257,883995,2VM6_A,0,0.9538330965114252,0.9297402765992988
258,68844,2VM6_A,0,0.9401698861922625,0.9297402765992988
259,4912,2VM6_A,0,0.9758212293856958,0.9297402765992988
260,56959,2VM6_A,0,0.9892857758621897,0.9297402765992988
261,2247,2VM6_A,0,0.9879271870084063,0.9297402765992988
262,5280453,2VM6_A,0,0.9614458813186815,0.9297402765992988
263,5756,2VM6_A,0,0.9950464647016389,0.9297402765992988
264,4539,2VM6_A,0,0.9716550163588702,0.9297402765992988
265,11683,2VM6_A,0,0.9802526224542221,0.9297402765992988
266,5280754,2VM6_A,0,0.991585200337248,0.9297402765992988
267,5329,2VM6_A,0,0.9753001125143511,0.9297402765992988
268,4449,2VM6_A,0,0.9975114441741201,0.9297402765992988
269,5775,2VM6_A,0,0.9758263981905836,0.9297402765992988
270,3899,2VM6_A,0,0.9578298036751772,0.9297402765992988
271,4477,2VM6_A,0,0.9779058277733578,0.9297402765992988
272,3877,2VM6_A,0,0.89639995631976,0.9297402765992988
273,2723601,2VM6_A,0,0.9495317464427792,0.9297402765992988
274,1727,2VM6_A,0,0.898737291537695,0.9297402765992988
275,3059,2VM6_A,0,0.9124100918646365,0.9297402765992988
276,3957,2VM6_A,0,0.9828394062954976,0.9297402765992988
277,2733526,2VM6_A,0,0.9778780896466482,0.9297402765992988
278,2723,2VM6_A,0,0.9468899301170376,0.9297402765992988
279,4184,2VM6_A,0,0.9713758231559085,0.9297402765992988
280,2448,2VM6_A,0,0.9436608090234389,0.9297402765992988
281,298,2VM6_A,0,0.9487904128592887,0.9297402765992988
282,2725,2VM6_A,0,0.9809739739143893,0.9297402765992988
283,60795,2VM6_A,0,0.9862302907428363,0.9297402765992988
284,71815,2VM6_A,0,0.932979439777893,0.9297402765992988
285,2756,2VM6_A,0,0.9822573614906865,0.9297402765992988
286,2632,2VM6_A,0,0.9803248993059619,0.9297402765992988
287,3830,2VM6_A,0,0.9643916639383011,0.9297402765992988
288,5311,2VM6_A,0,0.9651048114679988,0.9297402765992988
289,3696,2VM6_A,0,0.9575525451563379,0.9297402765992988
290,129228,2VM6_A,0,0.8593487040197036,0.9297402765992988
291,5362129,2VM6_A,0,0.9807231471496479,0.9297402765992988
292,2794,2VM6_A,0,0.9845866487364219,0.9297402765992988
293,5328,2VM6_A,0,0.9694055073401109,0.9297402765992988
294,5320,2VM6_A,0,0.965729175410666,0.9297402765992988
295,16362,2VM6_A,0,0.9768597719089438,0.9297402765992988
296,2159,2VM6_A,0,0.9250306070211688,0.9297402765992988
297,43672,2VM6_A,0,0.9840742970407229,0.9297402765992988
298,3893,2VM6_A,0,0.9692386687510116,0.9297402765992988
299,3033637,2VM6_A,0,0.9935953490976701,0.9297402765992988
300,3961,2VM6_A,0,0.9793605727084091,0.9297402765992988
301,666418,2VM6_A,0,0.9831357935671425,0.9297402765992988
302,3308,2VM6_A,0,0.9742257672443555,0.9297402765992988
303,2833,2VM6_A,0,0.9831879146294178,0.9297402765992988
304,4011,2VM6_A,0,0.975734337677968,0.9297402765992988
305,5881,2VM6_A,0,0.9554231850100342,0.9297402765992988
306,6018,2VM6_A,0,0.9775816010384616,0.9297402765992988
307,65028,2VM6_A,0,0.9735767956120244,0.9297402765992988
308,3033,2VM6_A,0,0.9763699954839994,0.9297402765992988
309,33624,2VM6_A,0,0.9810275280041407,0.9297402765992988
310,110635,2VM6_A,0,0.9834905374157447,0.9297402765992988
311,4911,2VM6_A,0,0.9356603542969822,0.9297402765992988
312,77999,2VM6_A,0,0.9098819043250743,0.9297402765992988
313,9552079,2VM6_A,0,0.9885014314996791,0.9297402765992988
314,2145,2VM6_A,0,0.7088573565833584,0.9297402765992988
315,5587,2VM6_A,0,0.9410755034772261,0.9297402765992988
316,57363,2VM6_A,0,0.9776439266442493,0.9297402765992988
317,8708,2VM6_A,0,0.9486070156252256,0.9297402765992988
318,5904,2VM6_A,0,0.9780832796666867,0.9297402765992988
319,3339,2VM6_A,0,0.9757691999345791,0.9297402765992988
320,1676,2VM6_A,0,0.9889816142919696,0.9297402765992988
321,5918,2VM6_A,0,0.929105856783232,0.9297402765992988
322,5505,2VM6_A,0,0.9682553624896191,0.9297402765992988
323,2153,2VM6_A,0,0.8670007695798112,0.9297402765992988
324,208902,2VM6_A,0,0.9518725394576117,0.9297402765992988
325,3640,2VM6_A,0,0.9854926185189188,0.9297402765992988
326,39468,2VM6_A,0,0.9767478418811862,0.9297402765992988
327,3385,2VM6_A,0,0.749349286571233,0.9297402765992988
328,5905,2VM6_A,0,0.9561623003097136,0.9297402765992988
329,6231,2VM6_A,0,0.9882747166444323,0.9297402765992988
330,4594,2VM6_A,0,0.9613374514774534,0.9297402765992988
331,3661,2VM6_A,0,0.9907544130436488,0.9297402765992988
332,3661,2VM6_A,0,0.9907544130436488,0.9297402765992988
333,4636,2VM6_A,0,0.9109749276894415,0.9297402765992988
334,130313,2VM6_A,0,0.9640485129372683,0.9297402765992988
335,4472,2VM6_A,0,0.9758947543528743,0.9297402765992988
336,64143,2VM6_A,0,0.9882328745293572,0.9297402765992988
337,2170,2VM6_A,0,0.9907481922266785,0.9297402765992988
338,44201401,2VM6_A,0,0.9832082375337028,0.9297402765992988
339,44201401,2VM6_A,0,0.9832082375337028,0.9297402765992988
340,3702,2VM6_A,0,0.9720873998692336,0.9297402765992988
341,8609,2VM6_A,0,0.9710019246846517,0.9297402765992988
342,5991,2VM6_A,0,0.9989607715374323,0.9297402765992988
343,9550885,2VM6_A,0,0.9876997523199365,0.9297402765992988
344,32798,2VM6_A,0,0.9775197512206775,0.9297402765992988
345,54676537,2VM6_A,0,0.999916130096424,0.9297402765992988
346,5284594,2VM6_A,0,0.9699672689228231,0.9297402765992988
347,3114,2VM6_A,0,0.9544039112137336,0.9297402765992988
348,2082,2VM6_A,0,0.9837779172542134,0.9297402765992988
349,6279,2VM6_A,0,0.9578679777007159,0.9297402765992988
350,4178,2VM6_A,0,0.9347790017892069,0.9297402765992988
351,3168,2VM6_A,0,0.9786942600760355,0.9297402765992988
352,2265,2VM6_A,0,0.9586798840684618,0.9297402765992988
353,5746,2VM6_A,0,0.9722091570346226,0.9297402765992988
354,54892,2VM6_A,0,0.9854040352748807,0.9297402765992988
355,6009,2VM6_A,0,0.9628296128176693,0.9297402765992988
356,3559,2VM6_A,0,0.9733306504033563,0.9297402765992988
357,5155,2VM6_A,0,0.9656558490789984,0.9297402765992988
358,3396,2VM6_A,0,0.9823441174543068,0.9297402765992988
359,3267,2VM6_A,0,0.9948644951194948,0.9297402765992988
360,2720,2VM6_A,0,0.9636120854650075,0.9297402765992988
361,2763,2VM6_A,0,0.9301362031625802,0.9297402765992988
362,51081,2VM6_A,0,0.9776452856245379,0.9297402765992988
363,4107,2VM6_A,0,0.9979546357734936,0.9297402765992988
364,3672,2VM6_A,0,0.9614802868496721,0.9297402765992988
365,3672,2VM6_A,0,0.9614802868496721,0.9297402765992988
366,3335,2VM6_A,0,0.9823031310502016,0.9297402765992988
367,160530,2VM6_A,0,0.9861309065493009,0.9297402765992988
368,2662,2VM6_A,0,0.9917807111561886,0.9297402765992988
369,2812,2VM6_A,0,0.9749835676310188,0.9297402765992988
370,6001017,2VM6_A,0,0.9803364659739612,0.9297402765992988
371,43507,2VM6_A,0,0.9879185094521278,0.9297402765992988
372,446596,2VM6_A,0,0.953462298634885,0.9297402765992988
373,4621,2VM6_A,0,0.9775957543275375,0.9297402765992988
374,2537,2VM6_A,0,0.9063112764918455,0.9297402765992988
375,1986,2VM6_A,0,0.9759121664723481,0.9297402765992988
376,5725106,2VM6_A,0,0.9872656811131949,0.9297402765992988
377,5281070,2VM6_A,0,0.8765465676633638,0.9297402765992988
378,5379,2VM6_A,0,0.9858175134376399,0.9297402765992988
379,3647,2VM6_A,0,0.9692913055369436,0.9297402765992988
380,4909,2VM6_A,0,0.9558140904869693,0.9297402765992988
381,2266,2VM6_A,0,0.9552526556333185,0.9297402765992988
382,2727,2VM6_A,0,0.8808030493517403,0.9297402765992988
383,5560,2VM6_A,0,0.9472048454325808,0.9297402765992988
384,10621,2VM6_A,0,0.9908230323553207,0.9297402765992988
385,4632,2VM6_A,0,0.9991429373151683,0.9297402765992988
386,2375,2VM6_A,0,0.9878594126629051,0.9297402765992988
387,4197,2VM6_A,0,0.970039657387836,0.9297402765992988
388,4753,2VM6_A,0,0.9137619928159126,0.9297402765992988
389,4764,2VM6_A,0,0.9710938430777085,0.9297402765992988
390,5333,2VM6_A,0,0.9456363302100556,0.9297402765992988
391,5147,2VM6_A,0,0.9610458793200577,0.9297402765992988
392,2712,2VM6_A,0,0.9797457402278427,0.9297402765992988
393,3964,2VM6_A,0,0.9714630245562212,0.9297402765992988
394,2197,2VM6_A,0,0.9950605861025488,0.9297402765992988
395,3408,2VM6_A,0,0.989187329137177,0.9297402765992988
396,938,2VM6_A,0,0.9528942430354306,0.9297402765992988
397,5335,2VM6_A,0,0.9869881374831458,0.9297402765992988
398,190,2VM6_A,0,0.9592150206469521,0.9297402765992988
399,1203,2VM6_A,0,0.9806259635197773,0.9297402765992988
400,311,2VM6_A,0,0.938427051342595,0.9297402765992988
401,7573,2VM6_A,0,0.9656913063031913,0.9297402765992988
402,21307,2VM6_A,0,0.9506942330654273,0.9297402765992988
403,5311454,2VM6_A,0,0.9675913661991318,0.9297402765992988
404,1691,2VM6_A,1,0.9910611121143434,0.9297402765992988
405,4614,2VM6_A,0,0.9574098017105457,0.9297402765992988
406,4679,2VM6_A,0,0.9788136342321446,0.9297402765992988
407,2520,2VM6_A,0,0.979296619850512,0.9297402765992988
408,21109,2VM6_A,0,0.9744932595579981,0.9297402765992988
409,4543,2VM6_A,0,0.968079760320074,0.9297402765992988
410,2733,2VM6_A,0,0.9819878595714394,0.9297402765992988
411,5479,2VM6_A,0,0.9178224176029305,0.9297402765992988
412,4946,2VM6_A,0,0.9623802063020581,0.9297402765992988
413,4037,2VM6_A,0,0.9776869203023978,0.9297402765992988
414,288,2VM6_A,0,0.9153256671122844,0.9297402765992988
415,6852391,2VM6_A,0,0.9729428008355351,0.9297402765992988
416,4212,2VM6_A,0,0.9680385122472087,0.9297402765992988
417,936,2VM6_A,0,0.9515340594048562,0.9297402765992988
418,36314,2VM6_A,0,0.9942597333746318,0.9297402765992988
419,4599,2VM6_A,0,0.9393373130466686,0.9297402765992988
420,2391,2VM6_A,0,0.9782884497031032,0.9297402765992988
421,5029,2VM6_A,0,0.9821823135238241,0.9297402765992988
422,460612,2VM6_A,0,0.9702948373618613,0.9297402765992988
423,4641,2VM6_A,0,0.9314805204342578,0.9297402765992988
424,5070,2VM6_A,0,0.9904895025893992,0.9297402765992988
425,4112,2VM6_A,0,0.9928560411760615,0.9297402765992988
426,2378,2VM6_A,0,0.9953374603707877,0.9297402765992988
427,6883,2VM6_A,0,0.8943773172102129,0.9297402765992988
428,9878,2VM6_A,0,0.9378188566711045,0.9297402765992988
429,15459,2VM6_A,0,0.9988549784555368,0.9297402765992988
430,4495,2VM6_A,0,0.9560565544715155,0.9297402765992988
431,3373,2VM6_A,0,0.9786033169192879,0.9297402765992988
432,5319,2VM6_A,0,0.9735486304644156,0.9297402765992988
433,41684,2VM6_A,0,0.9717905637259633,0.9297402765992988
434,3657,2VM6_A,0,0.9551202199171598,0.9297402765992988
435,3883,2VM6_A,0,0.9831663907617396,0.9297402765992988
436,2904,2VM6_A,0,0.9857419638303624,0.9297402765992988
437,4612,2VM6_A,0,0.9788697598735934,0.9297402765992988
438,4055,2VM6_A,0,0.954906618216827,0.9297402765992988
439,2353,2VM6_A,0,0.9754719033133847,0.9297402765992988
440,3519,2VM6_A,0,0.9085860146832895,0.9297402765992988
441,5983,2VM6_A,0,0.9986315876004067,0.9297402765992988
442,2123,2VM6_A,0,0.9833213530121878,0.9297402765992988
443,3100,2VM6_A,0,0.9598217922174466,0.9297402765992988
444,5523,2VM6_A,0,0.9993810989798896,0.9297402765992988
445,5510,2VM6_A,0,0.9832388420829381,0.9297402765992988
