run_id,run_threshold,used_dim_red_weights,used_training_weights,accuracy,precision,recall,f1_score_weighted,f1_score_unweighted,xgb_learning_rate,xgb_n_estimators,xgb_objective,xgb_subsample,xgb_min_child_weight,xgb_max_depth,xgb_gamma,xgb_colsample_bytree
0,0.1,True,True,86.37107416204803,74.13750310250683,65.98188645902363,0.6215156357633188,0.6982234689107059,0.02,600,binary:logistic,0.6,1,6,5,0.8
1,0.09,True,True,86.83557666930588,76.32737632737633,65.09829909432295,0.6257630779327588,0.7026704816404388,0.02,600,binary:logistic,0.6,1,6,5,0.8
2,0.08,True,True,87.30535761414622,78.24813631522896,64.92158162138281,0.6300920267814409,0.709646263431124,0.02,600,binary:logistic,0.6,1,6,5,0.8
3,0.07,True,True,87.57983636843494,79.91194276279582,64.14844267726971,0.6297988848216726,0.7116774905036146,0.02,600,binary:logistic,0.6,1,6,5,0.8
4,0.06,True,True,87.6537344945896,80.59284116331096,63.662469626684334,0.634648286474625,0.7113414784647661,0.02,600,binary:logistic,0.6,1,6,5,0.8
