run_id,run_threshold,used_dim_red_weights,used_training_weights,cid,pid,activity,sample_activity_score,validation_weight,cid_only_predict_proba,pid_only_predict_proba,combined_predict_proba
4,0.06,True,True,644241,P08183,1,0.4393433652530781,0.9396951623591783,0.23155388236045837,0.8933254480361938,0.7384985685348511
4,0.06,True,True,644241,P08684,1,0.34467502983380394,0.48531036006185113,0.23155388236045837,0.9536786675453186,0.7794144749641418
4,0.06,True,True,644241,Q9Y6L6,1,0.5665484167652082,0.3317870554451071,0.23155388236045837,0.7515825033187866,0.5204772353172302
4,0.06,True,True,644241,P00519,1,0.3883440739702997,0.9271040424121935,0.23155388236045837,0.21264015138149261,0.11911197006702423
4,0.06,True,True,5279,Q9NRP7,1,0.08274078862314149,0.9922686105588691,0.08750229328870773,0.3173203766345978,0.12438198924064636
4,0.06,True,True,2995,P08183,1,0.6318052738336712,0.9708416169648774,0.6087837815284729,0.8933254480361938,0.9542490839958191
4,0.06,True,True,2995,Q63380,1,0.5720853858784893,0.25491495471614756,0.6087837815284729,0.33192178606987,0.738163411617279
4,0.06,True,True,2995,O75751,1,0.7339901477832513,0.40203225093881156,0.6087837815284729,0.7580421566963196,0.842224657535553
4,0.06,True,True,2995,P28335,1,0.8668805132317563,0.4119726087916943,0.6087837815284729,0.4988083839416504,0.8366989493370056
4,0.06,True,True,2995,Q9H015,1,0.4482758620689655,0.29798983874530593,0.6087837815284729,0.7922576665878296,0.8556411862373352
4,0.06,True,True,4633,P35498,1,0.2296227293898463,0.2522641926220455,0.30087459087371826,0.22418954968452454,0.2952633500099182
4,0.06,True,True,2351,P08183,1,0.5882913165266106,0.2752374641042633,0.37536677718162537,0.8933254480361938,0.895024836063385
4,0.06,True,True,2351,Q12809,1,0.7777777777777777,0.4033576319858626,0.37536677718162537,0.473023384809494,0.6157980561256409
4,0.06,True,True,2351,P54750,1,0.4373706004140785,0.35917826375082834,0.37536677718162537,0.4061906039714813,0.295905202627182
4,0.06,True,True,2858522,O75385,1,0.07407407407407396,0.12613209631102276,0.30694231390953064,0.26612550020217896,0.22301006317138672
4,0.06,True,True,2858522,NP_002741,1,0.5,0.07223326706428099,0.30694231390953064,0.3768376111984253,0.27400273084640503
4,0.06,True,True,2858522,Q96Q40,1,0.06666666666666665,0.08018555334658714,0.30694231390953064,0.3827926218509674,0.25170955061912537
4,0.06,True,True,2858522,NP_001014833,1,0.3999999999999999,0.0828363154406892,0.30694231390953064,0.3358854651451111,0.1770893931388855
4,0.06,True,True,2858522,CAI14764,1,0.30000000000000004,0.07179147338193063,0.30694231390953064,0.5012807846069336,0.32081207633018494
4,0.06,True,True,11626560,P08183,1,0.2704859335038363,0.8473602827479567,0.14887334406375885,0.8933254480361938,0.7226934432983398
4,0.06,True,True,11626560,P08684,1,0.1758175980845622,0.25336867682792136,0.14887334406375885,0.9536786675453186,0.7773052453994751
4,0.06,True,True,11626560,Q9UM73,1,0.16650197628458496,0.8117958913187542,0.14887334406375885,0.2717113196849823,0.1298297941684723
4,0.06,True,True,2170,P35348,1,0.8145161290322579,0.5193284736028275,0.43404558300971985,0.5941334366798401,0.9125171899795532
4,0.06,True,True,2170,Q01959,1,0.6570866141732283,0.3337751270156837,0.43404558300971985,0.42617738246917725,0.7601032853126526
4,0.06,True,True,2170,1QCY_A,1,0.7858974358974358,0.7216699801192843,0.43404558300971985,0.4562244415283203,0.6798863410949707
4,0.06,True,True,2170,P21728,1,0.7590909090909093,0.5524629997791032,0.43404558300971985,0.4605551064014435,0.7743992209434509
4,0.06,True,True,2170,ACA62796,1,0.8389867841409693,0.6456814667550254,0.43404558300971985,0.5173798203468323,0.7296738624572754
4,0.06,True,True,2170,CAA97545,1,0.668181818181818,0.7941241440247404,0.43404558300971985,0.3160078823566437,0.37991994619369507
4,0.06,True,True,2170,P35462,1,0.6570175438596491,0.42456372873867904,0.43404558300971985,0.39019307494163513,0.8251108527183533
4,0.06,True,True,2170,P28335,1,0.7686046511627906,0.35476032692732495,0.43404558300971985,0.4988083839416504,0.7957661747932434
4,0.06,True,True,2170,O75884,1,0.4409090909090909,0.7556880936602607,0.43404558300971985,0.8857406377792358,0.8382692337036133
4,0.06,True,True,2170,AAG29538,1,0.6938596491228068,0.7899271040424122,0.43404558300971985,0.3750084638595581,0.4565596580505371
4,0.06,True,True,2170,P28222,1,0.6635593220338984,0.4660923348796112,0.43404558300971985,0.4668581485748291,0.8880215883255005
4,0.06,True,True,2145,P33261,1,0.20836227253785244,0.35674839849790146,0.2881947457790375,0.9231401681900024,0.9600232243537903
4,0.06,True,True,119607,BAC78638,1,0.2847274689692392,0.9039098740888005,0.25262221693992615,0.09033987671136856,0.10568709671497345
4,0.06,True,True,119607,P35354,1,0.6452205882352942,0.903247183565275,0.25262221693992615,0.6045519709587097,0.4369363784790039
4,0.06,True,True,119607,1A42_A,1,0.23897058823529416,0.07024519549370443,0.25262221693992615,0.43185609579086304,0.24438992142677307
4,0.06,True,True,903,Q05DJ8,1,0.1777777777777778,0.20896841175171196,0.6199619174003601,0.17679576575756073,0.29753196239471436
4,0.06,True,True,903,P0AF67,1,0.15428571428571436,0.31036006185111553,0.6199619174003601,0.15317876636981964,0.18571706116199493
4,0.06,True,True,903,O95372,1,0.12374581939799345,0.21758338855754364,0.6199619174003601,0.156917542219162,0.23746712505817413
4,0.06,True,True,903,P52209,1,0.1348314606741572,0.24298652529268833,0.6199619174003601,0.8640096783638,0.8676201701164246
4,0.06,True,True,5468,P08659,1,0.18777510469571407,0.8778440468301303,0.30476683378219604,0.08913218230009079,0.10813231021165848
4,0.06,True,True,1001,Q05DJ8,1,0.2611111111111111,0.41837861718577424,0.6250177025794983,0.17679576575756073,0.5622782111167908
4,0.06,True,True,1001,O95372,1,0.2070791527313267,0.32427656284515133,0.6250177025794983,0.156917542219162,0.5573357343673706
4,0.06,True,True,1001,P78417,1,0.2550505050505052,0.30793019659818865,0.6250177025794983,0.8379597663879395,0.9004005789756775
4,0.06,True,True,1001,Q15596,1,0.11217948717948724,0.7594433399602386,0.6250177025794983,0.8324453830718994,0.9005417823791504
4,0.06,True,True,3305,Q13332,1,0.5499677627337201,0.5195493704440026,0.21857769787311554,0.4813239276409149,0.6580573320388794
4,0.06,True,True,3385,P11172,1,0.4340909090909091,0.6907444223547603,0.3616417646408081,0.5332407355308533,0.663705050945282
4,0.06,True,True,3385,Q12882,1,0.8090909090909091,0.8537662911420366,0.3616417646408081,0.46869397163391113,0.4711359739303589
4,0.06,True,True,3385,ABY84639,1,0.3895032802249296,0.8785067373536558,0.3616417646408081,0.09682387858629227,0.1662365347146988
