p,k,sum_of_weights^p,p@k,weighted_p@k
25,1461,329.0258794568598,0.6208076659822039,0.6248202459475085
25,1471,331.207281739397,0.619986403806934,0.6229632983852849
25,1481,333.3820962670033,0.6191762322754896,0.6226249206129989
25,1491,334.45207204361884,0.6177062374245473,0.6213637003678422
25,1501,337.6107121750657,0.6182544970019986,0.6226671909091935
25,1511,340.95077363938697,0.6181336863004633,0.6232283356320641
25,1521,341.83729149549663,0.6166995397764629,0.6216375524228818
25,1531,344.3025739107628,0.6172436316133246,0.6224962945103881
25,1541,346.96100406985914,0.6164828033744322,0.6226239749457466
25,1551,350.62068431708076,0.6163765312701482,0.6224300486697135
25,1561,352.00965717486133,0.6143497757847534,0.6196905375732784
25,1571,353.22666473209154,0.6129853596435392,0.6172168760183212
25,1581,354.2590335647989,0.6110056925996205,0.6151694732870476
25,1591,356.93773009754636,0.6109365179132621,0.6149477699226287
25,1601,360.6204411520792,0.6108682073703935,0.6156815640384726
25,1611,363.57806923246574,0.6101800124146493,0.614534362227533
25,1621,366.8690451914399,0.6107341147439852,0.6149872746572357
25,1631,369.01684318377215,0.6094420600858369,0.6148947167942191
25,1641,370.54212799407503,0.6081657525898843,0.613360866524344
25,1651,371.4370215310379,0.6069049061175046,0.6115690856354236
25,1661,373.01953138748354,0.605057194461168,0.6100104603230786
25,1671,376.47165386995596,0.6038300418910831,0.6101246291039534
25,1681,377.89094992174984,0.6014277215942891,0.6085083355297836
25,1691,381.0679579850247,0.602602010644589,0.6100269696389103
25,1701,382.22134744198615,0.6008230452674898,0.6080349834381115
25,1711,384.2664558279847,0.5996493278784336,0.6067110257371038
25,1721,385.29435643815765,0.5979081929110982,0.6041406814857339
25,1731,387.8845217007106,0.5973425765453495,0.6026819332110833
25,1741,388.3339244687744,0.5956346927053418,0.5998047113041839
25,1751,389.9590237943576,0.5945174186179326,0.5985151656462071
25,1761,391.2707656534216,0.5934128336172629,0.5958408300549337
25,1771,393.6203176121693,0.5928853754940712,0.5946877045787428
25,1781,395.2240281335426,0.592363840539023,0.593465274233056
25,1791,397.6323772515617,0.5918481295365717,0.5926248887295471
25,1801,399.56435025488844,0.5935591338145475,0.5934824958218643
25,1811,402.5110663272353,0.5941468801766979,0.5942755655777558
25,1821,405.1173416212372,0.5930807248764415,0.5931301645725433
25,1831,410.1748371323713,0.5947569634079738,0.5957358596021997
25,1841,411.4478891534394,0.5942422596414992,0.5943222408538695
25,1851,413.1293349199931,0.5937331172339276,0.593845457126938
25,1861,415.2403008730739,0.5932294465341215,0.5931083045789627
25,1871,417.11330234919836,0.5927311598075895,0.5918630853114345
25,1881,419.23428694148413,0.5927698032961191,0.5907495223287854
25,1891,421.25524601941754,0.5917503966155473,0.5900503981783435
25,1901,423.48529818697943,0.5907417148869016,0.5885936927553139
25,1911,426.3979710895104,0.5907901622187336,0.5885066675018665
25,1921,428.5993835473738,0.5908381051535658,0.588343221160053
25,1931,431.18865873514324,0.5908855515277058,0.5886108705329641
25,1941,434.4865845891522,0.5914477073673364,0.5891361369798402
25,1951,437.535313802014,0.5914915427985649,0.5899351911052932
25,1961,439.4747458802492,0.590515043345232,0.5886128423153206
25,1971,442.24684444347986,0.5900558092338914,0.5884744862680122
25,1981,443.85419495269724,0.5890964159515396,0.5860081716275407
25,1991,445.9485942706425,0.5886489201406329,0.5848056994574954
25,2001,447.5483120483135,0.5882058970514743,0.5841166366933217
25,2011,450.72430590343185,0.5882645450024864,0.584305256241465
25,2021,452.8038751884495,0.58683819891143,0.5820429195357522
25,2031,454.90293197432004,0.5869030034465781,0.5815296022301927
25,2041,456.3556366456244,0.5864772170504654,0.5799540877586733
25,2051,458.75404914130746,0.5865431496830814,0.5798981342107411
25,2061,460.93859257021404,0.5851528384279476,0.5783323664709697
25,2071,464.43920209821545,0.5857073877353935,0.5791859600330319
25,2081,466.94300050757977,0.5852955309947141,0.5786550573367032
25,2091,469.61582786481074,0.5848876135820181,0.5786296027737582
25,2101,471.6416031355693,0.584007615421228,0.5782797116672996
25,2111,474.3894219852551,0.5836096636665088,0.5786201436121787
25,2121,476.8584380315605,0.5836869401225837,0.578291467098374
25,2131,479.4827910688467,0.5837634913186297,0.5779649585773776
25,2141,480.69719532913666,0.5824381130312938,0.5762272422969456
25,2151,484.0513840140802,0.5829846582984658,0.5775127552594674
25,2161,486.40914361882375,0.5830633965756594,0.5775664644969773
25,2171,489.1285630094551,0.5831414094887148,0.5775555773046342
25,2181,490.8889271308342,0.5823016964695094,0.5772936975823135
25,2191,493.4693454051078,0.5823824737562757,0.5771333364601867
25,2201,496.6409035774197,0.5824625170377101,0.5772962874556997
25,2211,497.7988942445527,0.5811849841700588,0.5760632300932652
25,2221,499.47303059279346,0.5803692030616839,0.5752052197162211
25,2231,503.11204139576125,0.5804571940833707,0.5757103727724462
25,2241,506.16534892415154,0.5805443998215083,0.5761028061747367
25,2251,509.00300318413395,0.5806308307418925,0.5761136853596797
25,2261,511.3653979198425,0.5798319327731093,0.5753437353075634
25,2271,514.4736229928569,0.5803610744165566,0.5761843749333574
25,2281,517.2872000659647,0.5808855765015344,0.5762934864454058
25,2291,520.5898993961065,0.5809690091663029,0.5766480329790302
25,2301,521.7328656582368,0.579747935680139,0.5756657409918436
25,2311,524.9366364240979,0.579402855906534,0.5758745573070966
25,2321,527.8983516489005,0.5790607496768634,0.5757555330170974
25,2331,530.9780000587438,0.5787215787215787,0.5760864868850818
25,2341,532.5678466153481,0.5779581375480564,0.5754806060651797
25,2351,534.5616738701863,0.5780518928115695,0.5751284953170518
25,2361,536.5550982237068,0.5772977551884795,0.5743061250324211
25,2371,538.5665674558054,0.5761282159426402,0.5736732186558546
25,2381,541.0983055495644,0.5758084838303233,0.5733198744290952
25,2391,542.6062097441877,0.5750731911334169,0.5719351058193505
25,2401,544.4353502499511,0.5743440233236151,0.5710056445413839
25,2411,546.9275993073026,0.5740356698465368,0.5709856496631283
25,2421,550.6267969453384,0.573729863692689,0.5710996480423818
25,2431,553.9689475730263,0.5738379267791033,0.5715911005120817
25,2441,557.3311772841937,0.573945104465383,0.5721822916865088
25,2451,560.9797041717393,0.5744594043247654,0.5734193750872294
25,2461,562.8713095163625,0.5737505079236083,0.5721861421751094
25,2471,565.4651763750722,0.5738567381626871,0.5723229593517114
25,2481,566.7579917944554,0.5727529222087868,0.5708368336799685
25,2491,569.0168461602178,0.5728623042954637,0.5705061278997229
25,2501,573.2851888592156,0.5733706517393042,0.5718790127112167
25,2511,574.8640691989609,0.5726802070888093,0.5714045414081518
25,2521,576.9289442866055,0.5723919079730265,0.5713847926685991
25,2531,579.9985215483716,0.5721058870011853,0.5713121914563793
25,2541,582.8393783789472,0.5718221172766628,0.5709761864288075
25,2551,586.8212936168386,0.573108584868679,0.5725668595430563
25,2561,587.1753186557713,0.5712612260835611,0.5705101769381716
25,2571,590.3148744883454,0.5717619603267211,0.5707661108284073
25,2581,592.057387779434,0.5714839209608679,0.5700745886913798
25,2591,593.277388493471,0.5708220764183712,0.5688249286788922
25,2601,596.1003713525682,0.5705497885428681,0.5689390583859558
25,2611,598.3113875255867,0.5698965913443125,0.568592780570907
25,2621,599.5381103249969,0.5684853109500191,0.5672692760233757
25,2631,600.5123209124383,0.5674648422652984,0.5659538008874557
25,2641,600.7495040200849,0.5660734570238546,0.5636402021644178
25,2651,605.251871009093,0.5665786495662014,0.5648652760055171
25,2661,608.062433947112,0.5663284479518977,0.565095180717215
25,2671,609.7490428528315,0.5653313365780607,0.5639484557724762
25,2681,610.8813076600975,0.5639686684073107,0.5627650372093299
25,2691,612.586974492909,0.5629877369007804,0.560973610840002
25,2701,615.6735288897569,0.562754535357275,0.5605901493940159
25,2711,618.6825196528624,0.5628919218000737,0.5609047935902068
25,2721,619.7259965395953,0.5619257625872841,0.5599480223211644
25,2731,623.3951649548137,0.5624313438300989,0.5611515870949999
25,2741,625.0097801488198,0.5622035753374681,0.5601152621279627
25,2751,628.5252887353222,0.5623409669211196,0.5606552885578889
25,2761,631.0742373353337,0.5628395508873597,0.560942655486062
25,2771,634.4288763096092,0.5626127751714183,0.5608328320966677
25,2781,638.600899045117,0.5631067961165048,0.5617817146081381
25,2791,641.4647114317347,0.5628806879254747,0.5618703476806155
25,2801,643.0682223534232,0.5622991788646912,0.5613650449002813
25,2811,644.420111421658,0.5613660618996799,0.5604671259303884
25,2821,646.6412870796075,0.5615030131159163,0.5598212453698478
25,2831,647.1618704615737,0.55987283645355,0.5578102707879266
25,2841,649.5246575446067,0.5596620908130939,0.5577406307821635
25,2851,651.1025738486171,0.5587513153279551,0.5571407621440948
25,2861,654.0940845336336,0.5585459629500175,0.5571365812717127
25,2871,656.7609904533913,0.5593869731800766,0.5577204634284866
25,2881,659.7964030103643,0.5591808399861159,0.557669311084049
25,2891,661.8896109213094,0.5589761328260118,0.5574912995464368
25,2901,665.2827379672522,0.5591175456739056,0.557746422945872
25,2911,669.5571997122946,0.5599450360700791,0.5588856140078955
25,2921,670.3547300511805,0.5583704210886683,0.5565906831779258
25,2931,672.5245739202351,0.5574889116342545,0.5562902212495847
25,2941,675.0724579096881,0.5569534172050323,0.5559199632633663
25,2951,678.7229666628896,0.5570992883768214,0.5565205415276948
25,2961,680.7911852439438,0.5562310030395137,0.5556211539324754
25,2971,682.1070954814938,0.5553685627734769,0.5547856697666189
25,2981,684.4137720991466,0.5545119087554512,0.5539514623916432
25,2991,686.8089288855175,0.5539953192912069,0.553716192531897
25,3001,688.3527162150724,0.5531489503498833,0.5525714670962842
25,3011,690.5626581174058,0.5526403188309532,0.5521318007857812
25,3021,692.2911984039507,0.5518040383978815,0.5512556651039204
25,3031,694.2954394270946,0.5513032002639393,0.5506700161069641
25,3041,697.539220883242,0.5517921736270963,0.5509879133446828
25,3051,699.9855806746152,0.551622418879056,0.5510500857476409
25,3061,703.191029340893,0.5521071545246652,0.5515438183928806
25,3071,706.9181787422879,0.5525887333116248,0.5522106892319513
25,3081,708.6658573614636,0.5520934761441091,0.5511865628919013
25,3091,710.6102353837086,0.5516014234875445,0.550675297012985
25,3101,714.4522828142842,0.5517574975814253,0.5512282295878984
25,3111,716.414496045074,0.5512696882031501,0.5508780334971968
25,3121,717.94367994117,0.5504645946811919,0.5503182163192034
25,3131,720.6025879297114,0.5503034174385181,0.5500370578421923
25,3141,723.6315434207473,0.5501432664756447,0.5501119994680882
25,3151,724.7272280990927,0.5496667724531895,0.5493031568726657
25,3161,727.5088930845972,0.5495096488453021,0.5493890959329704
25,3171,729.1512144866845,0.5487228003784295,0.5484957058859672
25,3181,731.9081393890378,0.5488839987425338,0.5488148624192286
25,3191,736.3117714902106,0.5493575681604512,0.5497406985996168
25,3201,739.2274948253997,0.549203373945642,0.5495634838649955
25,3211,740.6624985477648,0.5487387106820305,0.548779825018523
25,3221,743.6330202112455,0.5485873952188761,0.5488633254109532
25,3231,747.4931256283573,0.5490560198081089,0.5495221205616678
25,3241,750.8570087854554,0.548904659055847,0.5497455805577749
25,3251,752.5497309022414,0.5481390341433405,0.5486521283652879
25,3261,754.092361698907,0.5470714504753144,0.5475349222286354
25,3271,755.978487950374,0.5466218281870987,0.5472377951275537
25,3281,758.1389379175058,0.5461749466626029,0.5470306994994981
25,3291,761.0314830561251,0.5463384989364934,0.5471368960175189
25,3301,764.3750263880013,0.5465010602847622,0.5476684275003187
25,3311,767.1359994122781,0.5460585925702205,0.547257161133605
25,3321,769.774718644703,0.5459199036434809,0.5469792980462872
25,3331,772.6828981263111,0.5457820474332032,0.547095330722232
25,3341,775.2238857172365,0.5462436396288536,0.5476630135400736
25,3351,777.1674723970183,0.5461056401074306,0.5472484077558786
25,3361,781.0995966997727,0.546563522761083,0.5479813735719874
25,3371,783.0923565282417,0.546128745179472,0.5471596122502461
25,3381,785.5251604386517,0.5459923099674653,0.5471065179132449
25,3391,787.1063558376989,0.5458566794455912,0.5467520299105263
25,3401,789.678833975026,0.5457218465157306,0.5462134441085492
25,3411,792.0597438332178,0.545587804163002,0.5459012218783149
25,3421,794.7253015159946,0.5457468576439638,0.5458873443431453
25,3431,797.0095205160842,0.545322063538327,0.5455844664791774
25,3441,799.0020316676057,0.5448997384481256,0.5451177147849128
25,3451,801.6289021877053,0.5447696319907274,0.5453926813768121
25,3461,802.9107108085941,0.5437734758740248,0.5440071188874335
25,3471,803.9801566828512,0.5427830596369922,0.542702903086188
25,3481,805.6347201382563,0.5420856075840276,0.5422784369114769
25,3491,807.2750218806427,0.5416786021197365,0.5415415713600178
25,3501,808.7625235152468,0.5415595544130248,0.5409601280585302
25,3511,811.5289047934743,0.5414411848476217,0.5410461108631658
25,3521,814.5993761751912,0.5413234876455553,0.5409825891824335
25,3531,816.6669994762165,0.540923251203625,0.5403380785570336
25,3541,817.5307411049134,0.539960463146004,0.5389233876476599
25,3551,820.3471873903027,0.5401295409743734,0.5390628163457092
25,3561,822.4841909445338,0.5397360292052794,0.5384385722213013
25,3571,825.1586882996705,0.539904788574629,0.5385465562080743
25,3581,828.4583195056209,0.5400726054174811,0.5392234681353067
25,3591,830.8433490509501,0.5396825396825397,0.5390926216190035
25,3601,833.4572680623608,0.5395723410163843,0.539090117903947
25,3611,834.4619511078552,0.5386319579063972,0.538165451215946
25,3621,836.277834922611,0.5379729356531345,0.5375439798079271
25,3631,839.5073698541635,0.5378683558248416,0.537789670008939
25,3641,842.4785411519638,0.5377643504531722,0.537712713625774
25,3651,844.8106266422694,0.5379348123801698,0.5377762755999259
25,3661,847.8594124476831,0.5381043430756624,0.5377090491966446
25,3671,851.2818408073247,0.5382729501498229,0.5380017648716625
25,3681,853.5164846872366,0.5378973105134475,0.5375186432829029
25,3691,854.3811964336232,0.5369818477377405,0.5364303227070255
25,3701,855.5928649131812,0.5366117265603891,0.5358482321676118
25,3711,856.6023361739939,0.535704661816222,0.5348909132478341
25,3721,858.6280938589947,0.5350712174146735,0.5342753077050827
25,3731,860.6031316941029,0.53444116858751,0.5339197968768608
25,3741,863.6207811499418,0.5340817963111467,0.5336412383861955
25,3751,863.8077937971838,0.5329245534524127,0.5323584732993262
25,3761,865.9974990185219,0.5325711247008774,0.5321661460100136
25,3771,867.5416792527546,0.5319543887562981,0.5313138632733397
25,3781,869.9952334640029,0.5318698756942608,0.531192956283854
25,3791,872.0642149736454,0.5317858084938011,0.5309841844924836
25,3801,874.0963933885887,0.531965272296764,0.5310069302332687
25,3811,875.912048502503,0.5316189976384151,0.5307745480134466
25,3821,878.3934033151895,0.5315362470557445,0.5305268100830759
25,3831,882.0728796918759,0.5317149569303053,0.5309876187116293
25,3841,885.7328178435586,0.5318927362665973,0.5312308899974689
25,3851,888.2926322907289,0.5315502466891716,0.5310001415504179
25,3861,890.4126960334456,0.5309505309505309,0.5302381220813824
25,3871,892.8989134465176,0.5308705760785327,0.5303338846779598
25,3881,894.4014813093352,0.5302757021386241,0.5293928374022052
25,3891,897.2202497349109,0.5301978925726034,0.5291547045700654
25,3901,900.3701462276505,0.5303768264547551,0.5292667064325576
25,3911,904.1903931044835,0.5308105343901816,0.5298772248543911
25,3921,905.7453019789723,0.5307319561336393,0.5297205659284314
25,3931,908.453830237049,0.5306537776647163,0.5297266502697382
25,3941,910.3752442140658,0.5303222532352195,0.5292384555943573
25,3951,911.9216003365336,0.5297393065046824,0.528410297704949
25,3961,914.0424789368641,0.5294117647058824,0.5277817879638251
25,3971,917.285156158612,0.5293376983127676,0.5279195159800956
25,3981,917.7200269720205,0.5282592313489073,0.5265315488553927
25,3991,921.301100364958,0.5284389877223753,0.5268930327779167
25,4001,924.1924229578842,0.5286178455386153,0.5269484069513272
25,4011,926.5519839489721,0.5285464971328846,0.5268616683215657
25,4021,927.4599614821182,0.5277294205421537,0.525636961735145
25,4031,930.5499543398579,0.5281567849168941,0.526041599881103
25,4041,931.0259894561666,0.5273447166542935,0.5250491274752358
25,4051,933.1536472848364,0.5270303628733646,0.5244862934352924
25,4061,934.6479901088153,0.5264713124846097,0.5236915759766176
25,4071,937.3085629513689,0.5264062883812332,0.5236204890234549
25,4081,939.9363588664435,0.5260965449644694,0.5235581198892011
25,4091,942.2461893539025,0.5257883158152041,0.5233930814457158
25,4101,943.8478819946963,0.5252377468910022,0.5229881395457066
25,4111,945.8136340890468,0.525176356117733,0.5226187985548447
25,4121,948.2856857378755,0.5251152632856103,0.5226442230037903
25,4131,948.2856857378755,0.523844105543452,0.5209047685809018
25,4141,949.8020666541777,0.5230620623037914,0.5202252280348848
25,4151,953.5903805526314,0.5232474102625874,0.5207932189050233
25,4161,956.2289951170592,0.5231915404950733,0.5206345774927958
25,4171,957.36191131184,0.5224166866458883,0.5196176701940585
25,4181,961.3118155827985,0.5228414254962928,0.5201134810237021
25,4191,963.8287481304104,0.5225483178239084,0.5200613444002153
25,4201,964.8800962494548,0.5217805284456082,0.5188565696331152
25,4211,966.0717216827824,0.5210163856566137,0.5178893492276566
25,4221,968.3377622993329,0.5207296849087893,0.517667681061451
25,4231,970.723414604048,0.520680690144174,0.5175429359918494
25,4241,970.9095596018076,0.5201603395425607,0.5163831180174466
25,4251,973.1469088257928,0.5198776758409785,0.5161333663316539
25,4261,974.6007703441308,0.5191269655010561,0.5154192050710819
25,4271,977.80834721661,0.5193163193631468,0.5157973009911683
25,4281,981.7275723269642,0.5195047886007942,0.5161105305390411
25,4291,984.0495535426618,0.5194593334886973,0.5159451351863233
25,4301,986.7048806572757,0.5194140897465706,0.5159440572421351
25,4311,990.2123139325811,0.519601020644862,0.516274476680792
25,4321,992.2134027269981,0.5197870863226105,0.516226702467522
25,4331,994.4135806186055,0.5195105056568922,0.5162914521963431
25,4341,996.7991671823329,0.5192351992628427,0.5160212895908287
25,4351,1002.2444834613075,0.5201103194667892,0.5171676035455873
25,4361,1005.3186582429366,0.520293510662692,0.5173356637324937
25,4371,1008.0408864153267,0.5204758636467628,0.5174816307677078
25,4381,1010.859804582642,0.520429125770372,0.5174056427070177
25,4391,1011.957462187466,0.519927123662036,0.5164893669662304
25,4401,1015.2166392488755,0.5198818450352193,0.5164038333298002
25,4411,1018.0463344693177,0.5198367717070959,0.5166280762149474
25,4421,1019.7031715221108,0.5195657091155848,0.5162091502526106
25,4431,1020.2634276146148,0.5186188219363574,0.5148684827415023
25,4441,1022.166588254936,0.5183517225850034,0.5145921009075486
25,4451,1025.6382475977844,0.5187598292518535,0.5151086845578626
25,4461,1026.932572588048,0.5180452813270567,0.514364476292031
25,4471,1029.8564290699403,0.5180049205994185,0.514321114637432
25,4481,1032.7625590155176,0.5179647400133899,0.5143864584152007
25,4491,1036.9976900165532,0.518370073480294,0.5150331500068119
25,4501,1040.653595512978,0.5185514330148856,0.5153120227948944
25,4511,1044.5466135992333,0.5187319884726225,0.5155447872265725
25,4521,1047.0541877962414,0.5186905551869055,0.515269044395253
25,4531,1049.523499607933,0.5184286029574046,0.515180959688128
25,4541,1050.8898697358695,0.5181678044483594,0.5145878536437213
