cid,pid,activity,cid_binary_weights,pid_binary_weights,cid_continuous_weights,pid_continuous_weights
11599650,P25025,0,0.9856990179862668,0.964619024445938,0.9381785645043704,0.9901218002266746
44446641,P25025,0,0.975783361399967,0.964619024445938,0.9365027587686409,0.9901218002266746
127049422,P25025,0,0.9844286599096544,0.964619024445938,0.9279576547635077,0.9901218002266746
10200589,P25025,0,0.973219469161864,0.964619024445938,0.9262483111838701,0.9901218002266746
25110787,P25025,0,0.9752839759152152,0.964619024445938,0.9677562710526451,0.9901218002266746
10310100,P25025,0,0.9140994114923344,0.964619024445938,0.948734776550305,0.9901218002266746
44440865,P25025,0,0.9765345512299516,0.964619024445938,0.9627775962012293,0.9901218002266746
136036532,P25025,0,0.9786984563795664,0.964619024445938,0.940408282270707,0.9901218002266746
127049431,P25025,0,0.9796652415493908,0.964619024445938,0.9369989763747357,0.9901218002266746
127049370,P25025,0,0.9880328203943146,0.964619024445938,0.9553340651290456,0.9901218002266746
127050016,P25025,0,0.9876668562659824,0.964619024445938,0.9823722845413628,0.9901218002266746
127049432,P25025,0,0.983705467720168,0.964619024445938,0.9400997411256785,0.9901218002266746
10134701,P25025,0,0.9538767735997564,0.964619024445938,0.9575730685068198,0.9901218002266746
10003645,P25025,0,0.9764489505465832,0.964619024445938,0.9333616982131864,0.9901218002266746
9865554,P25025,0,0.9743587464097541,0.964619024445938,0.9518354704019285,0.9901218002266746
127051212,P25025,0,0.9978127679184678,0.964619024445938,0.973793519315783,0.9901218002266746
44565052,P25025,0,0.9711054244156038,0.964619024445938,0.9652301225844713,0.9901218002266746
44454985,P25025,0,0.9773654778530676,0.964619024445938,0.9831851962074731,0.9901218002266746
44249793,P25025,0,0.9693974607677216,0.964619024445938,0.9596145039743871,0.9901218002266746
127052173,P25025,0,0.9898973396147521,0.964619024445938,0.9444700123517735,0.9901218002266746
127048710,P25025,0,0.9878781236562514,0.964619024445938,0.9257674951823087,0.9901218002266746
44446650,P25025,0,0.9794085632113374,0.964619024445938,0.9320802109265768,0.9901218002266746
11858154,P25025,0,0.9739055177967842,0.964619024445938,0.9277199187733844,0.9901218002266746
44419480,P25025,0,0.9649345064364052,0.964619024445938,0.9603095560367702,0.9901218002266746
44447968,P25025,0,0.9781159960007936,0.964619024445938,0.958311537956071,0.9901218002266746
58180205,P25025,0,0.9510094275972312,0.964619024445938,0.9462067240037236,0.9901218002266746
122187268,P25025,0,0.985699476884976,0.964619024445938,0.953160554425475,0.9901218002266746
10479451,P25025,0,0.976865853280666,0.964619024445938,0.9616602844769487,0.9901218002266746
44447946,P25025,0,0.9843152166046538,0.964619024445938,0.9878841145509245,0.9901218002266746
11754699,P25025,0,0.999330532329378,0.964619024445938,0.9860045360442735,0.9901218002266746
44447608,P25025,0,0.9736608326854486,0.964619024445938,0.9396397063461465,0.9901218002266746
23519852,P25025,0,0.9744639826347626,0.964619024445938,0.955893861524475,0.9901218002266746
44447960,P25025,0,0.9741064632007471,0.964619024445938,0.9463230137421564,0.9901218002266746
9887803,P25025,0,0.9468416699615388,0.964619024445938,0.9431740149476545,0.9901218002266746
136036528,P25025,0,0.9775880365550772,0.964619024445938,0.928117238750223,0.9901218002266746
127049428,P25025,0,0.9885671842948928,0.964619024445938,0.9460501508121966,0.9901218002266746
10150526,P25025,0,0.9710705414587611,0.964619024445938,0.9528443621015438,0.9901218002266746
44447967,P25025,0,0.9700244747794328,0.964619024445938,0.9403527381310768,0.9901218002266746
44564999,P25025,0,0.9749501998951584,0.964619024445938,0.9779886404757605,0.9901218002266746
9879541,P25025,0,0.9870070603537427,0.964619024445938,0.9534410956029887,0.9901218002266746
127049427,P25025,0,0.965581765538232,0.964619024445938,0.9686993081261155,0.9901218002266746
44440866,P25025,0,0.9339353167980275,0.964619024445938,0.9439975048187443,0.9901218002266746
9838712,P25025,0,0.9449525987113506,0.964619024445938,0.9767046604323649,0.9901218002266746
44447959,P25025,0,0.9728807057607918,0.964619024445938,0.9834334368234838,0.9901218002266746
44447966,P25025,0,0.9703246890298494,0.964619024445938,0.9687443927733165,0.9901218002266746
127051854,P25025,0,0.9862036046539888,0.964619024445938,0.9818738440837377,0.9901218002266746
127049047,P25025,0,0.9887097131149504,0.964619024445938,0.9838612360075627,0.9901218002266746
10252538,P25025,0,0.975361587691436,0.964619024445938,0.9579530170875369,0.9901218002266746
127049048,P25025,0,0.9925022506814996,0.964619024445938,0.9661332033241615,0.9901218002266746
44440873,P25025,0,0.9740266452400372,0.964619024445938,0.9557653428501931,0.9901218002266746
58180199,P25025,0,0.9648839813328236,0.964619024445938,0.9690812639767128,0.9901218002266746
44564942,P25025,0,0.9719630348223752,0.964619024445938,0.9674159296403768,0.9901218002266746
25022517,P25025,0,0.9727841457692158,0.964619024445938,0.943815787854591,0.9901218002266746
42642630,P25025,0,0.9816177429609364,0.964619024445938,0.9550333196103508,0.9901218002266746
127049108,P25025,0,0.9813121449963966,0.964619024445938,0.9514666635314265,0.9901218002266746
127049430,P25025,0,0.9864212366522964,0.964619024445938,0.960237242946299,0.9901218002266746
10027494,P25025,0,0.9974699521815584,0.964619024445938,0.9718022057783268,0.9901218002266746
9956678,P25025,0,0.9829361111976304,0.964619024445938,0.9216357053664399,0.9901218002266746
136036530,P25025,0,0.9793889432211093,0.964619024445938,0.9906379667882778,0.9901218002266746
44431209,P25025,0,0.9791296933555712,0.964619024445938,0.9676316370560497,0.9901218002266746
58180198,P25025,0,0.9833788731924136,0.964619024445938,0.9658069657355711,0.9901218002266746
44446570,P25025,0,0.9769969227808892,0.964619024445938,0.9431769226895197,0.9901218002266746
16098487,P25025,0,0.9629864278837692,0.964619024445938,0.9369034354127214,0.9901218002266746
11440492,P25025,0,0.9885495209189152,0.964619024445938,0.9252948412507437,0.9901218002266746
16098481,P25025,0,0.9713419046191004,0.964619024445938,0.9436239931683569,0.9901218002266746
127020968,P25025,0,0.9896487282475064,0.964619024445938,0.9220697527832071,0.9901218002266746
16098488,P25025,0,0.9726579760936188,0.964619024445938,0.9412572954890293,0.9901218002266746
10343142,P25025,0,0.9466884557532536,0.964619024445938,0.9644599764512748,0.9901218002266746
5994,2VM6_A,0,0.9826025674572008,0.9297402765992988,0.9692313155788059,0.9977111508037658
5311309,2VM6_A,0,0.9693455428880222,0.9297402765992988,0.9598493752692043,0.9977111508037658
4474,2VM6_A,0,0.9857345795870172,0.9297402765992988,0.9641254754902218,0.9977111508037658
1983,2VM6_A,0,0.9357801667503928,0.9297402765992988,0.9620478306511949,0.9977111508037658
54676038,2VM6_A,0,0.9903726634824428,0.9297402765992988,0.9602010003399175,0.9977111508037658
9429,2VM6_A,0,0.964872804409316,0.9297402765992988,0.9604553985298218,0.9977111508037658
60490,2VM6_A,0,0.9649496874561808,0.9297402765992988,0.9408591305702837,0.9977111508037658
1548942,2VM6_A,0,0.9748545905791428,0.9297402765992988,0.9831550959012842,0.9977111508037658
1548942,2VM6_A,0,0.9748545905791428,0.9297402765992988,0.9417742925596538,0.9977111508037658
5215,2VM6_A,0,0.9827110647635259,0.9297402765992988,0.9356347567822492,0.9977111508037658
499,2VM6_A,0,0.9708703380908168,0.9297402765992988,0.9323038467005554,0.9977111508037658
3735,2VM6_A,0,0.7686789548402575,0.9297402765992988,0.9799578467914297,0.9977111508037658
5734,2VM6_A,0,0.9735892392868349,0.9297402765992988,0.945522278208571,0.9977111508037658
53025,2VM6_A,0,0.9868228560460636,0.9297402765992988,0.9357775122538334,0.9977111508037658
5355,2VM6_A,0,0.9525247705168218,0.9297402765992988,0.9355072444621293,0.9977111508037658
5732,2VM6_A,0,0.9582529933421944,0.9297402765992988,0.9270862550104205,0.9977111508037658
3784,2VM6_A,0,0.9661846376727627,0.9297402765992988,0.9572834009923664,0.9977111508037658
60835,2VM6_A,0,0.9612608701648446,0.9297402765992988,0.9572834009923664,0.9977111508037658
4542,2VM6_A,0,0.978171742007869,0.9297402765992988,0.9572834009923664,0.9977111508037658
2519,2VM6_A,0,0.9592871758700486,0.9297402765992988,0.9572834009923664,0.9977111508037658
5426,2VM6_A,0,0.9674881252621148,0.9297402765992988,0.9572834009923664,0.9977111508037658
60846,2VM6_A,0,0.9769297162885152,0.9297402765992988,0.9572834009923664,0.9977111508037658
4507,2VM6_A,0,0.9968633821528188,0.9297402765992988,0.9572834009923664,0.9977111508037658
5576,2VM6_A,0,0.9127236696332234,0.9297402765992988,0.9572834009923664,0.9977111508037658
698,2VM6_A,0,0.9993127747279944,0.9297402765992988,0.9572834009923664,0.9977111508037658
4826,2VM6_A,0,0.962286180111078,0.9297402765992988,0.9572834009923664,0.9977111508037658
15209,2VM6_A,0,0.972664799890668,0.9297402765992988,0.9572834009923664,0.9977111508037658
60857,2VM6_A,0,0.9724346770222362,0.9297402765992988,0.9572834009923664,0.9977111508037658
54677470,2VM6_A,0,0.9771036561147088,0.9297402765992988,0.9572834009923664,0.9977111508037658
5280805,2VM6_A,0,0.9898034271567696,0.9297402765992988,0.9572834009923664,0.9977111508037658
4747,2VM6_A,0,0.9802773900114256,0.9297402765992988,0.9572834009923664,0.9977111508037658
2972,2VM6_A,0,0.9461953659066964,0.9297402765992988,0.9572834009923664,0.9977111508037658
33613,2VM6_A,0,0.9861764860374136,0.9297402765992988,0.9659826182093305,0.9977111508037658
12560,2VM6_A,0,0.998981724772965,0.9297402765992988,0.9659826182093305,0.9977111508037658
5538,2VM6_A,0,0.9730217732193006,0.9297402765992988,0.9659826182093305,0.9977111508037658
204,2VM6_A,0,0.9035270095014472,0.9297402765992988,0.9659826182093305,0.9977111508037658
3019,2VM6_A,0,0.933624439427224,0.9297402765992988,0.9659826182093305,0.9977111508037658
3476,2VM6_A,0,0.9819746774185264,0.9297402765992988,0.9659826182093305,0.9977111508037658
2083,2VM6_A,0,0.9623717510802356,0.9297402765992988,0.9659826182093305,0.9977111508037658
4993,2VM6_A,0,0.9847053912049778,0.9297402765992988,0.9659826182093305,0.9977111508037658
3825,2VM6_A,0,0.9836450910031764,0.9297402765992988,0.9826246023062851,0.9977111508037658
3825,2VM6_A,0,0.9836450910031764,0.9297402765992988,0.9826246023062851,0.9977111508037658
5311217,2VM6_A,0,0.9559024541642548,0.9297402765992988,0.9826246023062851,0.9977111508037658
4891,2VM6_A,0,0.9832664689140842,0.9297402765992988,0.9826246023062851,0.9977111508037658
5865,2VM6_A,0,0.9701437194610912,0.9297402765992988,0.9826246023062851,0.9977111508037658
4485,2VM6_A,0,0.9935073505329364,0.9297402765992988,0.9826246023062851,0.9977111508037658
60606,2VM6_A,0,0.9664299385668692,0.9297402765992988,0.9826246023062851,0.9977111508037658
4583,2VM6_A,0,0.9777459679699394,0.9297402765992988,0.9826246023062851,0.9977111508037658
4583,2VM6_A,0,0.9777459679699394,0.9297402765992988,0.9606116862004509,0.9977111508037658
5323,2VM6_A,0,0.9764712838795704,0.9297402765992988,0.9606116862004509,0.9977111508037658
3363,2VM6_A,0,0.9548693701356132,0.9297402765992988,0.9606116862004509,0.9977111508037658
82153,2VM6_A,0,0.9789798607907744,0.9297402765992988,0.9606116862004509,0.9977111508037658
16490,2VM6_A,0,0.9828516010028548,0.9297402765992988,0.9606116862004509,0.9977111508037658
445354,2VM6_A,0,0.9740740038285388,0.9297402765992988,0.9606116862004509,0.9977111508037658
36462,2VM6_A,0,0.9823372687091734,0.9297402765992988,0.9606116862004509,0.9977111508037658
38258,2VM6_A,0,0.9408161107100812,0.9297402765992988,0.9606116862004509,0.9977111508037658
54678486,2VM6_A,0,0.998206110033818,0.9297402765992988,0.9606116862004509,0.9977111508037658
4810,2VM6_A,0,0.9637282010987568,0.9297402765992988,0.9606116862004509,0.9977111508037658
9444,2VM6_A,0,0.8868625473444208,0.9297402765992988,0.9606116862004509,0.9977111508037658
5831,2VM6_A,0,0.9297942804017526,0.9297402765992988,0.9606116862004509,0.9977111508037658
35370,2VM6_A,0,0.9741630177614922,0.9297402765992988,0.9606116862004509,0.9977111508037658
657298,2VM6_A,0,0.7771583106982831,0.9297402765992988,0.9606116862004509,0.9977111508037658
3676,2VM6_A,0,0.9553669922830844,0.9297402765992988,0.9541521420428034,0.9977111508037658
2754,2VM6_A,0,0.979048716808698,0.9297402765992988,0.9541521420428034,0.9977111508037658
191,2VM6_A,0,0.9890202214961478,0.9297402765992988,0.9541521420428034,0.9977111508037658
191,2VM6_A,0,0.9890202214961478,0.9297402765992988,0.9541521420428034,0.9977111508037658
20279,2VM6_A,0,0.9924435231584458,0.9297402765992988,0.9541521420428034,0.9977111508037658
2761171,2VM6_A,0,0.9904705586856859,0.9297402765992988,0.9541521420428034,0.9977111508037658
1775,2VM6_A,0,0.911164656721042,0.9297402765992988,0.9541521420428034,0.9977111508037658
667476,2VM6_A,0,0.8873235483848624,0.9297402765992988,0.9541521420428034,0.9977111508037658
5430,2VM6_A,0,0.944075630021902,0.9297402765992988,0.942021279614581,0.9977111508037658
969516,2VM6_A,0,0.9805865738185272,0.9297402765992988,0.942021279614581,0.9977111508037658
2771,2VM6_A,0,0.9821004852012016,0.9297402765992988,0.9244055053337596,0.9977111508037658
2771,2VM6_A,0,0.9821004852012016,0.9297402765992988,0.9244055053337596,0.9977111508037658
6249,2VM6_A,0,0.984855932488185,0.9297402765992988,0.9244055053337596,0.9977111508037658
2466,2VM6_A,0,0.9594778727112012,0.9297402765992988,0.9244055053337596,0.9977111508037658
6291,2VM6_A,0,0.9984293657214892,0.9297402765992988,0.9244055053337596,0.9977111508037658
5152,2VM6_A,0,0.9907375568628656,0.9297402765992988,0.9244055053337596,0.9977111508037658
7619,2VM6_A,0,0.9957043300461134,0.9297402765992988,0.9244055053337596,0.9977111508037658
2554,2VM6_A,0,0.958186241195416,0.9297402765992988,0.9244055053337596,0.9977111508037658
3478,2VM6_A,0,0.9757275063712942,0.9297402765992988,0.9760317415755475,0.9977111508037658
2162,2VM6_A,0,0.9706347122591968,0.9297402765992988,0.9760317415755475,0.9977111508037658
5280793,2VM6_A,0,0.9857636233400374,0.9297402765992988,0.9760317415755475,0.9977111508037658
54675776,2VM6_A,0,0.9906871870747268,0.9297402765992988,0.9760317415755475,0.9977111508037658
5280450,2VM6_A,0,0.9807693084465541,0.9297402765992988,0.9760317415755475,0.9977111508037658
10133,2VM6_A,0,0.9864384427412048,0.9297402765992988,0.9760317415755475,0.9977111508037658
10133,2VM6_A,0,0.9864384427412048,0.9297402765992988,0.9760317415755475,0.9977111508037658
1176,2VM6_A,0,0.6851041768301781,0.9297402765992988,0.9760317415755475,0.9977111508037658
892,2VM6_A,0,0.9415581807420086,0.9297402765992988,0.9760317415755475,0.9977111508037658
3121,2VM6_A,0,0.9619250628249052,0.9297402765992988,0.9760317415755475,0.9977111508037658
883995,2VM6_A,0,0.9538330965114252,0.9297402765992988,0.9760317415755475,0.9977111508037658
68844,2VM6_A,0,0.9401698861922624,0.9297402765992988,0.9760317415755475,0.9977111508037658
4912,2VM6_A,0,0.9758212293856958,0.9297402765992988,0.9760317415755475,0.9977111508037658
56959,2VM6_A,0,0.9892857758621896,0.9297402765992988,0.9760317415755475,0.9977111508037658
2247,2VM6_A,0,0.9879271870084064,0.9297402765992988,0.9760317415755475,0.9977111508037658
5280453,2VM6_A,0,0.9614458813186816,0.9297402765992988,0.9760317415755475,0.9977111508037658
5756,2VM6_A,0,0.9950464647016388,0.9297402765992988,0.9760317415755475,0.9977111508037658
4539,2VM6_A,0,0.9716550163588702,0.9297402765992988,0.9760317415755475,0.9977111508037658
11683,2VM6_A,0,0.980252622454222,0.9297402765992988,0.9760317415755475,0.9977111508037658
5280754,2VM6_A,0,0.991585200337248,0.9297402765992988,0.9760317415755475,0.9977111508037658
5329,2VM6_A,0,0.9753001125143512,0.9297402765992988,0.9760317415755475,0.9977111508037658
4449,2VM6_A,0,0.99751144417412,0.9297402765992988,0.9760317415755475,0.9977111508037658
5775,2VM6_A,0,0.9758263981905836,0.9297402765992988,0.9193639274485935,0.9977111508037658
3899,2VM6_A,0,0.9578298036751772,0.9297402765992988,0.9193639274485935,0.9977111508037658
4477,2VM6_A,0,0.9779058277733578,0.9297402765992988,0.9193639274485935,0.9977111508037658
3877,2VM6_A,0,0.8963999563197601,0.9297402765992988,0.9193639274485935,0.9977111508037658
2723601,2VM6_A,0,0.9495317464427792,0.9297402765992988,0.9193639274485935,0.9977111508037658
1727,2VM6_A,0,0.8987372915376949,0.9297402765992988,0.9193639274485935,0.9977111508037658
3059,2VM6_A,0,0.9124100918646364,0.9297402765992988,0.9193639274485935,0.9977111508037658
3957,2VM6_A,0,0.9828394062954976,0.9297402765992988,0.9193639274485935,0.9977111508037658
2733526,2VM6_A,0,0.9778780896466482,0.9297402765992988,0.9193639274485935,0.9977111508037658
2723,2VM6_A,0,0.9468899301170376,0.9297402765992988,0.9193639274485935,0.9977111508037658
4184,2VM6_A,0,0.9713758231559084,0.9297402765992988,0.9193639274485935,0.9977111508037658
2448,2VM6_A,0,0.9436608090234389,0.9297402765992988,0.9193639274485935,0.9977111508037658
298,2VM6_A,0,0.9487904128592888,0.9297402765992988,0.9821716652751673,0.9977111508037658
2725,2VM6_A,0,0.9809739739143892,0.9297402765992988,0.9821716652751673,0.9977111508037658
60795,2VM6_A,0,0.9862302907428364,0.9297402765992988,0.9821716652751673,0.9977111508037658
71815,2VM6_A,0,0.932979439777893,0.9297402765992988,0.9821716652751673,0.9977111508037658
2756,2VM6_A,0,0.9822573614906864,0.9297402765992988,0.9821716652751673,0.9977111508037658
2632,2VM6_A,0,0.980324899305962,0.9297402765992988,0.9821716652751673,0.9977111508037658
3830,2VM6_A,0,0.9643916639383012,0.9297402765992988,0.9821716652751673,0.9977111508037658
5311,2VM6_A,0,0.9651048114679988,0.9297402765992988,0.9821716652751673,0.9977111508037658
3696,2VM6_A,0,0.957552545156338,0.9297402765992988,0.9821716652751673,0.9977111508037658
129228,2VM6_A,0,0.8593487040197036,0.9297402765992988,0.928124726384438,0.9977111508037658
5362129,2VM6_A,0,0.980723147149648,0.9297402765992988,0.928124726384438,0.9977111508037658
2794,2VM6_A,0,0.984586648736422,0.9297402765992988,0.928124726384438,0.9977111508037658
5328,2VM6_A,0,0.9694055073401108,0.9297402765992988,0.928124726384438,0.9977111508037658
5320,2VM6_A,0,0.9657291754106658,0.9297402765992988,0.928124726384438,0.9977111508037658
16362,2VM6_A,0,0.9768597719089438,0.9297402765992988,0.928124726384438,0.9977111508037658
2159,2VM6_A,0,0.9250306070211688,0.9297402765992988,0.928124726384438,0.9977111508037658
43672,2VM6_A,0,0.9840742970407228,0.9297402765992988,0.928124726384438,0.9977111508037658
3893,2VM6_A,0,0.9692386687510116,0.9297402765992988,0.9314595989523691,0.9977111508037658
