cid,pid,latent_prob_delta_ratio,latent_prob_neg,latent_prob_pos,latent_prob_delta
938,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
1986,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
37542,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
445580,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
4100,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
4173,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
3715,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
60606,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
4477,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
12560,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
2471,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
2756,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
3440,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
9444,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
3728,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
2519,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
2170,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
1775,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
2761171,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
2478,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
5054,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
5280489,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
5280360,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
3182,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
204,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
667490,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
3278,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
4055,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
6018,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
564,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
5319,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
54677971,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
5593,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
6172,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
4909,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
6883,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
3672,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
4826,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
4913,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
5071,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
4594,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
446284,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
3598,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
941361,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
5344,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
3080,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
4409,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
5560,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
2723,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
2554,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
3314,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
5333,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
5280453,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
47965,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
5831,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
4828,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
3308,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
4641,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
5280805,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
5355,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
460612,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
657298,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
29327,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
164739,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
4033,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
5641,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
522325,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
2286,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
3516,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
2481,AAB59829,0.9961541142874882,0.8034323559596834,0.8003483772557459,0.003083978703937396
938,P9WFX0,0.9950306364407324,0.5302694183046068,0.5276408479415774,0.002628570363029437
3385,P9WFX0,0.9950306364407324,0.5302694183046068,0.5276408479415774,0.002628570363029437
1046,P9WFX0,0.9950306364407324,0.5302694183046068,0.5276408479415774,0.002628570363029437
2720,P9WFX0,0.9950306364407324,0.5302694183046068,0.5276408479415774,0.002628570363029437
2157,P9WFX0,0.9950306364407324,0.5302694183046068,0.5276408479415774,0.002628570363029437
2520,P9WFX0,0.9950306364407324,0.5302694183046068,0.5276408479415774,0.002628570363029437
4583,P9WFX0,0.9950306364407324,0.5302694183046068,0.5276408479415774,0.002628570363029437
2812,P9WFX0,0.9950306364407324,0.5302694183046068,0.5276408479415774,0.002628570363029437
39042,P9WFX0,0.9950306364407324,0.5302694183046068,0.5276408479415774,0.002628570363029437
3339,P9WFX0,0.9950306364407324,0.5302694183046068,0.5276408479415774,0.002628570363029437
5585,P9WFX0,0.9950306364407324,0.5302694183046068,0.5276408479415774,0.002628570363029437
2519,P9WFX0,0.9950306364407324,0.5302694183046068,0.5276408479415774,0.002628570363029437
2794,P9WFX0,0.9950306364407324,0.5302694183046068,0.5276408479415774,0.002628570363029437
71815,P9WFX0,0.9950306364407324,0.5302694183046068,0.5276408479415774,0.002628570363029437
3394,P9WFX0,0.9950306364407324,0.5302694183046068,0.5276408479415774,0.002628570363029437
4740,P9WFX0,0.9950306364407324,0.5302694183046068,0.5276408479415774,0.002628570363029437
5328,P9WFX0,0.9950306364407324,0.5302694183046068,0.5276408479415774,0.002628570363029437
6009,P9WFX0,0.9950306364407324,0.5302694183046068,0.5276408479415774,0.002628570363029437
3278,P9WFX0,0.9950306364407324,0.5302694183046068,0.5276408479415774,0.002628570363029437
3446,P9WFX0,0.9950306364407324,0.5302694183046068,0.5276408479415774,0.002628570363029437
16362,P9WFX0,0.9950306364407324,0.5302694183046068,0.5276408479415774,0.002628570363029437
