run_id,run_threshold,used_dim_red_weights,used_training_weights,accuracy,precision,recall,f1_score_weighted,f1_score_unweighted,xgb_learning_rate,xgb_n_estimators,xgb_objective,xgb_subsample,xgb_min_child_weight,xgb_max_depth,xgb_gamma,xgb_colsample_bytree
0,0.05,True,True,87.90709949854842,81.96112064036592,63.331124364921585,0.6400063407444583,0.7145171339563864,0.02,600,binary:logistic,0.6,1,6,5,0.8
1,0.04,True,True,87.93349168646081,82.26317304923697,63.11022752374641,0.6369352129384964,0.7142499999999999,0.02,600,binary:logistic,0.6,1,6,5,0.8
2,0.03,True,True,87.88070731063605,82.58837277242185,62.4475370002209,0.6362124721638875,0.7111949685534591,0.02,600,binary:logistic,0.6,1,6,5,0.8
3,0.02,True,True,87.83847980997625,82.52853380158032,62.292909211398275,0.6302841641097056,0.7099697885196373,0.02,600,binary:logistic,0.6,1,6,5,0.8
4,0.01,True,True,87.93877012404329,83.08736717827627,62.18246079081069,0.630937830342118,0.7113076437144662,0.02,600,binary:logistic,0.6,1,6,5,0.8
