run_id,feature,dim_red importance,combined_classification,drug_classification,protein_classification
2,[G4.1.8.3],285.84321595152164,420.1117696107273,0.0,365.1428972395385
2,[G5.2.2.4],153.67206856833334,53.05510636037037,0.0,9.934400872000001
2,coil,58.0350870482353,28.123699773548378,0.0,22.271791718627448
2,[G5.1.2.37],13.988901645333335,31.89175286722222,0.0,33.528746154255316
2,cid_P_VSA_v_3,10.115464902222222,16.499343092962963,14.75481774705882,0.0
2,[G2.1.1.283],23.800761741666662,27.32074640482759,0.0,23.043398326666658
2,cid_SM13_AEA(ri),28.164803262941184,66.23085621914282,28.0297749216279,0.0
2,[G2.1.1.43],18.298772548888888,28.120421606,0.0,19.031955586499997
2,[G2.1.1.336],9.77985378214286,20.77515233533334,0.0,13.163247391600002
2,[G4.1.6.1],14.23368428153846,23.84695316130435,0.0,37.96298919575757
2,[G2.1.1.273],7.92264557,25.908410405384608,0.0,15.605693877500004
2,[G2.1.1.192],17.632290148333333,25.508033050769235,0.0,13.801642447
2,cid_SpMin5_Bh(p),85.25383347857142,28.76357762666667,16.866520339999997,0.0
2,[G2.1.1.268],31.93823829642858,80.47979975749999,0.0,60.89712406806451
2,[G2.1.1.307],19.95223693666667,43.2407169271875,0.0,36.84875080413793
2,[G4.3.3.5],18.092838967857144,25.487146361249998,0.0,15.3294651374074
2,[G2.1.1.248],20.012262885714286,26.0691435285,0.0,11.110706821333332
2,[G2.1.1.270],19.24902769285714,43.46668095121211,0.0,27.045825776136358
2,[G7.1.1.54],14.590888213,31.53889832208333,0.0,27.957208846829268
2,cid_Eig02_AEA(ri),10.78503436375,19.48395941875,14.459673029444446,0.0
2,[G2.1.1.259],30.702666259230774,72.19883223333335,0.0,43.92504579133334
2,[G7.1.1.26],19.805526038181824,28.69794868434783,0.0,14.868856562857143
2,[G2.1.1.206],23.68238421133333,23.54441099,0.0,33.70943067846153
2,[G5.2.2.35],14.24539661,26.221852157586202,0.0,16.553886564222218
2,[G1.1.1.14],11.46942413153846,24.96594135379311,0.0,30.58445326851852
2,cid_ATS6p,14.144784949999998,14.12600088,13.01955953,0.0
2,[G7.1.1.66],10.710850288888889,89.85225937117649,0.0,18.706826119629632
2,[G2.1.1.285],99.34471366473686,329.64014851871804,0.0,212.31100273666664
2,cid_SpMax2_Bh(m),57.84030207294119,103.98346423256756,104.80589392844834,0.0
2,[G5.1.2.6],61.350794081249994,58.06391131571428,0.0,14.647924354285712
2,[G4.1.5.3],35.168871595,15.066411027272723,0.0,22.67983991842105
2,[G2.1.1.343],37.96457410466666,72.97340270058824,0.0,17.557059425483875
2,[G1.1.1.5],75.76746054200002,69.383637343,0.0,68.4147781830769
2,[G4.3.5.5],18.96332180789474,30.1154654048,0.0,16.98908947416667
2,cid_Eta_betaP,8.379932287499999,25.46684117777778,20.310209646428568,0.0
2,[G1.1.1.19],20.81451597478261,34.06881403999999,0.0,17.753345649000003
2,[G5.2.2.18],16.90601914625,126.31409057368421,0.0,101.69909855000002
2,cid_PCD,14.398558173617023,47.80617072883332,25.534381285227276,0.0
2,[G4.2.1.3],15.617206869230772,36.151184741875,0.0,8.076118137692307
2,cid_VE2sign_Dz(e),13.791825462352941,17.93865919875,12.649294580714285,0.0
2,[G5.1.2.26],16.251760681764704,47.46263476806452,0.0,38.77305040970588
2,cid_D/Dtr05,14.996304300882354,31.73513944275862,25.679759363529406,0.0
2,[G4.3.8.6],27.180571380833346,54.981030941749964,0.0,48.78251000152176
2,[G7.1.1.51],17.061065237692308,26.1119717075,0.0,17.371927157272726
2,cid_ARR,13.162898205000001,44.414003532291666,14.000227297499997,0.0
2,cid_TI2_L,8.090446235,17.517822573333337,20.476620641818183,0.0
2,cid_P_VSA_ppp_L,7.8458386120000005,19.50512816,15.543823791874999,0.0
2,cid_AVS_B(p),14.221782767499997,24.637246921666673,15.201638525714285,0.0
2,[G5.2.2.20],19.02362862,15.746157105,0.0,17.517773796666667
2,cid_RFD,12.330606203333334,12.528744834545455,15.434315911333336,0.0
2,cid_SpAD_D/Dt,17.4328232,33.9865074,15.386312317777778,0.0
2,[G2.1.1.61],14.752367413333332,33.81567744842105,0.0,15.266806713142865
2,cid_O-060,7.953409196666667,37.41607346666667,14.576968111666668,0.0
2,cid_rGes,7.038482392857143,12.331719226250003,12.36038055225807,0.0
2,[G5.2.2.31],12.875977189999999,19.130354516875002,0.0,12.689991363333334
2,cid_P_VSA_p_3,10.74037415,22.582578303636364,13.708209993333336,0.0
2,cid_SpMax_EA(bo),9.35303605375,14.550678999999999,18.990909065937505,0.0
2,cid_P_VSA_MR_5,14.215027650000001,15.801744128421053,16.399344233333338,0.0
2,[G2.1.1.16],40.31010709125001,62.52360360000001,0.0,33.38073237117646
2,[G4.3.6.15],21.246618213999998,28.916534406000004,0.0,11.355694380833334
2,[G2.1.1.237],13.156095920454545,28.570083543076926,0.0,11.45338809157895
2,[G4.1.7.1],16.792460593333335,41.44394664833333,0.0,24.122318079285712
2,cid_SM5_B(i),89.5359192,135.93240599571428,22.465628766666665,0.0
2,[G7.1.1.78],19.671728090000006,56.762775406923076,0.0,9.386378235625003
2,[G1.1.1.15],15.839737581111113,46.7146722,0.0,31.65048077583333
2,cid_ON0V,87.061482025,30.58548341875,24.66020904285714,0.0
2,[G2.1.1.80],34.025005925,33.942449616666664,0.0,22.03237615857143
2,[G4.3.3.6],13.264847119999999,25.779745232499995,0.0,17.72999644166667
2,helical,25.103490177659587,67.64941608191492,0.0,36.98012334507936
2,[G4.3.2.15],16.470110327647063,53.92721726074074,0.0,31.734577602608685
2,[G7.1.1.11],25.93554499710526,39.89826906588235,0.0,39.142450572127636
2,[G4.3.6.3],20.44729608230769,24.182027821052632,0.0,21.33587657774193
2,[G2.1.1.213],12.705156520000001,25.390770437500002,0.0,20.03359501857143
2,[G4.3.7.9],11.530022622,19.602391866666668,0.0,19.222870420294118
2,[G2.1.1.113],29.071591423076917,91.85795588371425,0.0,19.562581757826084
2,[G2.1.1.42],23.52280835,44.632626728750004,0.0,17.38438599875
2,[G2.1.1.328],13.843679522857144,24.835779002,0.0,15.549173760400002
2,[G4.1.3.2],21.810324950000002,37.950101881111124,0.0,11.272444933333333
2,cid_TPC,31.0318451,34.62276898,16.82487074666667,0.0
2,[G2.1.1.256],13.03869220222222,32.11556068555555,0.0,29.643059936571433
2,cid_Ui,32.61451911857143,29.077940475,18.999469034999997,0.0
2,cid_ATSC1i,14.081558705,25.447754455,12.435368467142855,0.0
2,[G5.1.2.36],17.527017500909093,28.973371636153846,0.0,16.7480123065
2,[G4.2.8.3],19.263976328181823,22.817084632857142,0.0,13.87661815473684
2,[G7.1.1.38],13.448357027499995,38.28016634,0.0,52.65541085447369
2,cid_J_D/Dt,11.856504631666667,20.885193296999994,20.34143527631578,0.0
2,cid_Mp,12.936443689999999,16.729872874375005,17.14451749289474,0.0
2,[G5.1.1.23],29.3010464,10.7605934,0.0,12.628402705
2,[G2.1.1.109],38.84572259409091,156.32283972361117,0.0,97.03107157737705
2,cid_nCar,20.058623308999998,37.66653431,14.589303875999999,0.0
2,[G2.1.1.296],11.558740936666666,28.562231899999997,0.0,12.001792353333332
2,cid_GATS5i,7.620954273333333,15.398986528461538,14.227275679411768,0.0
2,[G7.1.1.22],13.348938750666665,34.7181376212,0.0,13.12613977037037
2,[G2.1.1.317],21.725904896666673,40.775962605454545,0.0,30.05896210137931
2,[G5.2.2.50],25.68607429571429,68.52246108568183,0.0,49.52853567871796
2,cid_Hy,9.42715307076923,17.835144475333333,18.58414472578947,0.0
2,cid_P_VSA_s_3,11.844697395769229,25.353737455813945,18.90534678392857,0.0
2,cid_SpMAD_EA(bo),14.965595372000001,49.73239845863636,16.165950706071428,0.0
2,[G4.3.9.8],15.711802393636363,36.38258692069767,0.0,60.499962295581376
2,cid_SpMaxA_EA(dm),11.534568259500002,29.633526409999995,19.205166196410257,0.0
2,[G5.2.2.7],40.129212151666664,48.30927849736842,0.0,14.079707675
2,[G2.1.1.141],13.736071470625,30.025534178888897,0.0,28.200430100952374
2,cid_SRW08,41.7647133,22.2430573,13.619140455,0.0
2,[G4.3.1.13],8.155346148333333,29.10346636076923,0.0,20.23898373538461
2,[G7.1.1.67],20.738320944583332,52.031005179743595,0.0,85.40217260399996
2,cid_T(N..O),9.300631052222222,13.887808212222222,11.743793362499998,0.0
2,cid_piPC10,15.222219002000001,33.55195676739131,21.289795246800004,0.0
2,cid_nArOR,8.12775046,28.51555375857143,14.275707156666668,0.0
2,[G1.1.1.10],68.19255357041666,221.35535787833345,0.0,179.04241217459762
2,[G7.1.1.16],27.393645907692306,37.9657358995,0.0,19.095131151724136
2,[G4.3.3.10],37.367979583953485,93.45649400660002,0.0,54.652948990545454
2,[G2.1.1.390],10.223198924615385,25.9030702875,0.0,11.79467553833333
2,cid_HVcpx,11.765040022,47.02976646100001,23.566916471874997,0.0
2,cid_P_VSA_i_1,8.521946948461537,31.148384837368422,28.477408528076914,0.0
2,[G2.1.1.240],10.995557018,29.968305840526316,0.0,34.005217382727274
2,[G2.1.1.242],42.759425135625,99.29163762777777,0.0,115.09992023375001
2,[G4.3.2.8],31.88556025538462,40.80545396318182,0.0,18.509887415641025
2,[G2.1.1.292],18.257102488749997,11.275702153333333,0.0,13.957802405454546
2,[G2.1.1.306],24.607419055833333,39.22672292200001,0.0,19.962628978
2,cid_P_VSA_m_2,41.96737688114286,51.88334957393939,18.922909207272724,0.0
2,SRL,93.4327774,0.0,0.0,11.307071675
2,[G4.2.6.1],19.72686432904762,56.66817118653848,0.0,66.89573105755557
2,[G5.1.1.9],193.72899625,120.180635375,0.0,128.33740630166668
2,[G2.1.1.150],17.171074213,22.23590623461538,0.0,22.614911618
2,[G5.2.2.46],15.10568565,38.20089741333332,0.0,38.264593783703695
2,cid_IC2,13.749130635217387,30.560790573541663,29.99465268229508,0.0
2,cid_SM10_EA(bo),25.01379585,31.222968440000006,33.159178307058816,0.0
2,cid_MATS5v,9.182326389999998,17.039264141,17.118473418367348,0.0
2,cid_VE1sign_Dz(e),7.417184786363637,17.65523965368421,14.675565454117645,0.0
2,[G2.1.1.227],10.665731954736842,28.811638291304345,0.0,14.578655697894739
2,[G2.1.1.64],12.505606752142857,20.611045012,0.0,14.042445455000001
2,cid_nArC=N,19.151011146111113,53.17273089622223,52.39585138235294,0.0
2,[G4.3.4.2],67.5326670975,14.1224767325,0.0,28.212971610000007
2,[G1.1.1.12],12.8423287075,23.738515209230776,0.0,22.931769951282053
2,cid_Eta_sh_p,13.379854776315788,19.190423676296295,15.665295263030302,0.0
2,cid_VE1_Dz(i),9.93271446,17.8606291,15.668825230769231,0.0
2,[G4.3.3.9],23.84397801130435,58.739595722857125,0.0,35.60864313387098
2,cid_VE3sign_A,7.23694388,13.787559083928569,13.810263716666668,0.0
2,cid_PCR,20.417800484500003,27.788306510909084,13.665115347666667,0.0
2,[G7.1.1.18],13.56971242,19.04563304571429,0.0,39.882672301176484
2,[G5.2.2.25],16.688905232000003,38.23323851833333,0.0,20.090158244999994
2,[G5.2.2.38],15.104026500624999,29.151558558000012,0.0,18.40989579470588
2,cid_D/Dtr10,10.243723875833334,22.079842560909093,12.144414741764708,0.0
2,[G4.3.6.12],14.092600254545458,49.188659988,0.0,18.43326368607143
2,[G5.1.2.3],102.554245075,20.773289507272725,0.0,28.339565121666663
2,cid_SM04_EA(bo),22.789811028749995,21.797570611999998,18.442233183333336,0.0
2,cid_MATS6v,7.0118777085714274,13.399008056285716,17.207159923582086,0.0
2,[G1.1.1.1],28.261320931428568,12.201198442857144,0.0,8.381238677692307
2,DSL,21.1988678,0.0,0.0,97.8647308
2,cid_GGI3,32.02754737,60.32083277384614,18.786015919523805,0.0
2,cid_SM06_EA(bo),63.62146894166667,120.572232668,56.19950673875,0.0
2,[G2.1.1.89],34.160368842857146,33.15235842789473,0.0,22.66134007321429
2,[G1.1.1.2],17.622626306666668,42.83427652527777,0.0,27.129142981162797
2,[G4.3.1.5],13.842934088181819,47.9196526846154,0.0,14.888425897000001
2,[G4.2.4.2],18.78851365470588,47.882819352,0.0,33.54112947147058
2,[G2.1.1.161],17.730150793500002,33.5413443288889,0.0,15.754194765483875
2,[G2.1.1.324],16.23691291153846,23.393002777894733,0.0,18.112552797878784
2,cid_IDDE,10.718194350000001,14.432397746,13.362932119090909,0.0
2,[G5.2.2.47],27.17090074666667,25.028407872777777,0.0,16.79353656425532
2,[G2.1.1.334],25.867522583999992,38.9489196205,0.0,29.23870145041666
